"Település-azonosító törzsszám","Név","Területi jelzőszám","Jogállás 2005","Statisztikai nagyrégió kódja","Régió 2016","NUTS'16","Járás kód","Járás központ kódja","Agglomeráció kódja","Borrégió'19","Borvidék'19","Turisztikai
régió","Világörökségi helyszínek","Világörökségi helyszínek védőövezete","Kedvezményezett települések kódja","Kedvezményezett járások kódja","Szabad vállalkozási zónák","Területfejlesztési szempontból kiemelt térség","Gazdaságfejlesztési zóna"
"30067","Szentpéterfölde","2000 4 2","42","2","30","HU223","197","0","9999","9","9993","09","99","99","3","9","9","9","2"
"30076","Vatta","0500 4 2","42","3","50","HU311","060","0","1023","4","3000","02","99","99","2","1","9","9","1"
"30085","Szamostatárfalva","1500 4 2","42","3","60","HU323","149","0","9999","9","9992","03","99","99","3","3","1","9","1"
"30094","Csikóstőttős","1700 4 2","42","2","40","HU233","171","0","9999","9","9993","08","99","99","9","1","9","9","4"
"30100","Mátraverebély","1200 4 2","42","3","50","HU313","117","0","9999","9","9991","02","99","99","3","1","1","9","1"
"30119","Berzence","1400 4 2","41","2","40","HU232","141","0","9999","9","9993","08","99","99","2","3","1","9","4"
"30128","Medgyesegyháza","0400 3 2","30","3","70","HU332","049","0","9999","9","9992","05","99","99","9","3","1","9","3"
"30137","Hercegkút","0500 4 2","42","3","50","HU311","064","0","9999","6","3300","02","08","08","9","1","1","2","1"
"30146","Szenyér","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","08","99","99","3","1","9","9","4"
"30155","Bácsszőlős","0300 4 2","42","3","70","HU331","034","0","9999","3","1600","05","99","99","3","3","1","9","3"
"30164","Körösújfalu","0400 4 2","42","3","70","HU332","053","0","9999","9","9992","05","99","99","1","2","1","9","3"
"30173","Kislőd","1900 4 2","42","2","20","HU213","183","0","9999","9","9993","06","99","99","9","9","9","9","2"
"30182","Kolontár","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","9","3","1","9","2"
"30191","Csér","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"30207","Borsodszentgyörgy","0500 4 2","42","3","50","HU311","062","0","9999","9","9991","02","99","99","1","3","1","9","1"
"30216","Hegyhátsál","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"30225","Tardos","1100 4 2","42","2","20","HU212","114","0","9999","9","9993","06","99","99","9","9","9","9","2"
"30234","Mesterszállás","1600 4 2","42","3","60","HU322","166","0","9999","9","9992","03","99","99","3","1","1","9","1"
"30243","Zámoly","0700 4 2","42","2","20","HU211","085","0","3103","5","2200","06","99","99","9","9","9","9","2"
"30252","Borzavár","1900 4 2","42","2","20","HU213","192","0","3133","9","9993","06","99","99","9","9","9","9","2"
"30261","Dormánd","1000 4 2","42","3","50","HU312","105","0","9999","9","9991","04","99","99","2","2","1","9","1"
"30270","Csécse","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","1","1","1","9","1"
"30289","Gyönk","1700 3 2","30","2","40","HU233","174","0","9999","1","3500","08","99","99","9","3","1","3","4"
"30298","Tiszatardos","0500 4 2","42","3","50","HU311","069","0","9999","9","9991","02","99","99","1","2","1","9","1"
"30304","Tiszagyenda","1600 4 2","42","3","60","HU322","164","0","9999","9","9992","04","99","99","1","3","1","9","1"
"30313","Zalalövő","2000 3 2","30","2","30","HU223","197","0","9999","9","9993","09","99","99","9","9","9","9","2"
"30322","Mezőkovácsháza","0400 3 2","30","3","70","HU332","049","1","9999","9","9992","05","99","99","9","3","1","9","3"
"30331","Vácegres","1300 4 2","42","1","12","HU120","122","0","9999","4","3200","01","99","99","9","4","9","9","9"
"30340","Sajószöged","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","04","99","99","9","9","9","9","1"
"30359","Gyulaj","1700 4 2","42","2","40","HU233","171","0","9999","9","9993","08","99","99","3","1","9","9","4"
"30368","Bagod","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"30377","Tiszatarján","0500 4 2","42","3","50","HU311","059","0","9999","9","9991","04","99","99","2","3","1","9","1"
"30386","Tiszakürt","1600 4 2","42","3","60","HU322","165","0","9999","3","1600","03","99","99","1","2","1","9","1"
"30395","Legénd","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","02","99","99","1","1","9","9","1"
"30401","Lőrinci","1000 3 2","30","3","50","HU312","107","0","9999","9","9991","02","99","99","9","9","9","9","1"
"30410","Bakonyoszlop","1900 4 2","42","2","20","HU213","192","0","9999","9","9993","06","99","99","9","9","9","9","2"
"30429","Egyházashollós","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"30438","Görcsöny","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"30447","Tibolddaróc","0500 4 2","42","3","50","HU311","060","0","9999","4","3000","02","99","99","9","1","9","9","1"
"30456","Miskolc","0500 2 1","20","3","50","HU311","061","1","1021","4","3000","02","99","99","9","9","9","9","1"
"30465","Tihany","1900 4 2","42","2","20","HU213","185","0","2013","2","1900","07","99","99","9","9","9","1","2"
"30474","Babócsa","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"30483","Forró","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","3","3","1","9","1"
"30492","Mekényes","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","1","3","1","9","4"
"30508","Karos","0500 4 2","42","3","50","HU311","054","0","9999","9","9991","02","99","99","1","3","1","9","1"
"30517","Tornaszentjakab","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","99","3","3","1","9","1"
"30526","Alsóörs","1900 4 2","42","2","20","HU213","185","0","2013","2","1900","07","99","99","9","9","9","1","2"
"30535","Dóc","0600 4 2","42","3","70","HU333","075","0","3083","9","9992","05","99","99","1","9","9","9","3"
"30544","Csabdi","0700 4 2","42","2","20","HU211","077","0","9999","5","2100","06","99","99","9","9","9","9","2"
"30553","Környe","1100 4 2","42","2","20","HU212","115","0","3123","9","9993","06","99","99","9","9","9","9","2"
"30562","Medina","1700 4 2","42","2","40","HU233","173","0","9999","1","2800","08","99","99","2","9","9","3","4"
"30571","Gölle","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","1","1","9","9","4"
"30580","Somogyacsa","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","3","2","1","9","4"
"30599","Mikosszéplak","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","3","2","1","9","2"
"30605","Kaskantyú","0300 4 2","42","3","70","HU331","039","0","9999","3","1600","05","99","99","9","1","9","9","3"
"30614","Csarnóta","0200 4 2","42","2","40","HU231","031","0","9999","1","2900","08","99","99","2","1","9","9","4"
"30623","Tiszakécske","0300 3 2","30","3","70","HU331","044","1","9999","3","1600","05","99","99","9","1","9","9","3"
"30632","Miske","0300 4 2","42","3","70","HU331","037","0","9999","9","9992","05","99","99","3","1","9","3","3"
"30641","Csenger","1500 3 2","30","3","60","HU323","149","1","9999","9","9992","03","99","99","9","3","1","9","1"
"30650","Kőszárhegy","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"30669","Borsodbóta","0500 4 2","42","3","50","HU311","062","0","9999","9","9991","02","99","99","3","3","1","9","1"
"30678","Fenyőfő","0800 4 2","42","2","30","HU221","090","0","9999","9","9993","09","99","99","9","4","9","9","2"
"30696","Kartal","1300 4 2","41","1","12","HU120","122","0","9999","9","9991","01","99","99","9","4","9","9","9"
"30702","Vaskeresztes","1800 4 2","42","2","30","HU222","181","0","2033","5","2500","09","99","99","9","9","9","9","2"
"30711","Jászalsószentgyörgy","1600 4 2","42","3","60","HU322","161","0","9999","9","9992","03","99","99","9","3","1","9","1"
"30720","Taksony","1300 4 2","41","1","12","HU120","136","0","0043","9","9992","01","99","99","9","9","9","4","9"
"30739","Szerencs","0500 3 2","30","3","50","HU311","066","1","9999","6","3300","02","99","08","9","2","1","2","1"
"30748","Sitke","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"30757","Petrivente","2000 4 2","42","2","30","HU223","195","0","3153","9","9993","09","99","99","9","1","9","9","2"
"30766","Oroszlány","1100 3 2","30","2","20","HU212","113","1","9999","9","9993","06","99","99","9","9","9","9","2"
"30775","Hosszúvíz","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","08","99","99","9","1","9","9","4"
"30784","Bodrogkeresztúr","0500 4 2","42","3","50","HU311","069","0","9999","6","3300","02","08","08","9","2","1","2","1"
"30793","Salföld","1900 4 2","42","2","20","HU213","189","0","9999","2","1800","07","99","99","9","9","9","1","2"
"30809","Leányfalu","1300 4 2","41","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"30827","Kisberény","1400 4 2","42","2","40","HU232","142","0","9999","9","9993","07","99","99","1","1","1","1","4"
"30836","Hosszúhetény","0200 4 2","42","2","40","HU231","028","0","1033","1","2700","08","99","99","9","9","1","9","4"
"30845","Tiszagyulaháza","0900 4 2","42","3","60","HU321","099","0","9999","9","9992","03","99","99","9","1","9","9","1"
"30854","Mezőcsokonya","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","2","1","9","9","4"
"30863","Ráksi","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","9","9","4"
"30872","Megyehíd","1800 4 2","42","2","30","HU222","179","0","2033","9","9993","09","99","99","9","9","9","9","2"
"30881","Répcelak","1800 3 2","30","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"30890","Felsőszenterzsébet","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"30906","Gasztony","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","9","9","9","9","2"
"30915","Vanyarc","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","9","1","1","9","1"
"30924","Csabrendek","1900 4 2","41","2","20","HU213","188","0","9999","2","2000","06","99","99","9","1","9","9","2"
"30933","Nagykanizsa","2000 2 2","20","2","30","HU223","196","1","3151","2","3400","09","99","99","9","4","9","9","2"
"30942","Gersekarát","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","9","2","1","9","2"
"30951","Hegyhátmaróc","0200 4 2","42","2","40","HU231","026","0","9999","9","9993","08","99","99","9","9","1","9","4"
"30960","Gyékényes","1400 4 2","42","2","40","HU232","141","0","9999","9","9993","08","99","99","9","3","1","9","4"
"30979","Levelek","1500 4 2","41","3","60","HU323","148","0","9999","9","9992","03","99","99","2","3","1","9","1"
"30988","Érd","1300 2 2","20","1","12","HU120","127","1","0042","9","9993","01","99","99","9","9","9","4","9"
"30997","Semjénháza","2000 4 2","42","2","30","HU223","195","0","3153","9","9993","09","99","99","9","1","9","9","2"
"31006","Bózsva","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","9","1","1","9","1"
"31015","Szalaszend","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","3","3","1","9","1"
"31024","Kistelek","0600 3 2","30","3","70","HU333","072","1","9999","3","1400","05","99","99","9","2","1","9","3"
"31033","Mezőpeterd","0900 4 2","42","3","60","HU321","094","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31042","Tépe","0900 4 2","42","3","60","HU321","096","0","9999","9","9992","03","99","99","9","3","1","9","1"
"31051","Vámoscsalád","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"31060","Szava","0200 4 2","42","2","40","HU231","031","0","9999","1","2900","08","99","99","1","1","9","9","4"
"31079","Öttömös","0600 4 2","42","3","70","HU333","074","0","9999","3","1400","05","99","99","1","1","1","9","3"
"31088","Székely","1500 4 2","42","3","60","HU323","152","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31097","Hajdúsámson","0900 3 2","30","3","60","HU321","095","0","3023","9","9992","03","99","99","2","9","1","9","1"
"31103","Balinka","0700 4 2","42","2","20","HU211","082","0","9999","9","9993","06","99","99","9","9","9","9","2"
"31112","Pölöskefő","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","9","4","9","9","2"
"31121","Sántos","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","9","9","4"
"31130","Körösszakál","0900 4 2","42","3","60","HU321","094","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31149","Csonkahegyhát","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"31158","Nyírbogát","1500 3 2","30","3","60","HU323","156","0","9999","9","9992","03","99","99","9","3","1","9","1"
"31167","Hollóháza","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","2","1","1","9","1"
"31185","Kisvejke","1700 4 2","42","2","40","HU233","170","0","9999","1","3500","08","99","99","1","9","9","9","4"
"31194","Lövő","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"31200","Hernádnémeti","0500 4 2","41","3","50","HU311","061","0","1023","9","9991","02","99","99","2","9","9","9","1"
"31219","Somogyaszaló","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","9","9","4"
"31228","Végegyháza","0400 4 2","42","3","70","HU332","049","0","9999","9","9992","05","99","99","3","3","1","9","3"
"31237","Szatmárcseke","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31246","Visonta","1000 4 2","42","3","50","HU312","106","0","9999","4","3200","02","99","99","9","9","9","9","1"
"31255","Pápateszér","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","1","1","9","9","2"
"31264","Vértesszőlős","1100 4 2","42","2","20","HU212","115","0","3123","5","1700","06","99","99","9","9","9","9","2"
"31273","Szamosújlak","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","1","3","1","9","1"
"31282","Mikófalva","1000 4 2","42","3","50","HU312","103","0","2023","9","9991","02","99","99","9","1","1","9","1"
"31291","Bocska","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","09","99","99","3","4","9","9","2"
"31307","Adorjánháza","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","3","3","1","9","2"
"31316","Győrság","0800 4 2","42","2","30","HU221","087","0","1013","5","2300","09","99","99","9","9","9","9","2"
"31325","Szabadkígyós","0400 4 2","42","3","70","HU332","046","0","3013","9","9992","05","99","99","9","9","9","9","3"
"31334","Csabacsűd","0400 4 2","41","3","70","HU332","052","0","9999","9","9992","05","99","99","9","1","9","9","3"
"31343","Mosdós","1400 4 2","42","2","40","HU232","143","0","9999","2","2600","08","99","99","9","1","9","9","4"
"31352","Darány","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","9","3","1","9","4"
"31361","Kóka","1300 4 2","42","1","12","HU120","131","0","9999","3","1600","01","99","99","9","1","9","9","9"
"31370","Pusztacsalád","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"31389","Lothárd","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"31398","Tyukod","1500 4 2","41","3","60","HU323","149","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31404","Kállósemjén","1500 4 2","41","3","60","HU323","155","0","9999","9","9992","03","99","99","2","2","1","9","1"
"31413","Keszeg","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","02","99","99","9","1","9","9","1"
"31422","Bana","1100 4 2","42","2","20","HU212","112","0","1013","5","1700","06","99","99","9","9","9","9","2"
"31431","Husztót","0200 4 2","42","2","40","HU231","028","0","9999","9","9993","08","99","99","1","9","9","9","4"
"31440","Fertőszéplak","0800 4 2","42","2","30","HU221","091","0","9999","5","2500","09","07","07","9","9","9","9","2"
"31459","Tevel","1700 4 2","42","2","40","HU233","170","0","9999","1","3500","08","99","99","9","9","9","9","4"
"31468","Fülöpháza","0300 4 2","42","3","70","HU331","038","0","3043","3","1600","05","99","99","9","9","9","9","3"
"31477","Nyírjákó","1500 4 2","42","3","60","HU323","148","0","9999","9","9992","03","99","99","9","3","1","9","1"
"31486","Nagyréde","1000 4 2","41","3","50","HU312","106","0","9999","4","3200","02","99","99","9","9","9","9","1"
"31501","Dunaföldvár","1700 3 2","30","2","40","HU233","172","0","9999","1","3500","08","99","99","9","9","9","3","4"
"31510","Szegilong","0500 4 2","42","3","50","HU311","069","0","9999","6","3300","02","99","08","1","2","1","2","1"
"31529","Kerecseny","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","3","4","9","9","2"
"31538","Sárszentágota","0700 4 2","42","2","20","HU211","084","0","3103","9","9993","06","99","99","9","3","1","9","2"
"31556","Nemesmedves","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","2","9","9","9","2"
"31565","Mónosbél","1000 4 2","42","3","50","HU312","103","0","2023","9","9991","02","99","99","9","1","1","9","1"
"31574","Kevermes","0400 4 2","41","3","70","HU332","049","0","9999","9","9992","05","99","99","3","3","1","9","3"
"31583","Szentgotthárd","1800 3 2","30","2","30","HU222","180","1","9999","9","9993","09","99","99","9","9","9","9","2"
"31592","Rédics","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"31608","Zemplénagárd","0500 4 2","42","3","50","HU311","054","0","9999","9","9991","02","99","99","1","3","1","9","1"
"31617","Zalamerenye","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","07","99","99","9","4","9","1","2"
"31626","Kunsziget","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"31635","Iván","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"31644","Fiad","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","1","2","1","9","4"
"31653","Albertirsa","1300 3 2","30","1","12","HU120","124","0","9999","3","1600","01","99","99","9","1","9","9","9"
"31662","Mezőtárkány","1000 4 2","42","3","50","HU312","105","0","9999","9","9991","04","99","99","3","2","1","9","1"
"31671","Felsőtelekes","0500 4 2","42","3","50","HU311","058","0","9999","9","9991","02","99","99","3","1","9","9","1"
"31680","Ivánc","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"31699","Csetény","1900 4 2","42","2","20","HU213","192","0","9999","9","9993","06","99","99","9","9","9","9","2"
"31705","Sándorfalva","0600 3 2","30","3","70","HU333","075","0","3083","9","9992","05","99","99","9","9","9","9","3"
"31714","Sósvertike","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"31723","Felsőkelecsény","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","1","3","1","9","1"
"31732","Nagymaros","1300 3 2","30","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"31741","Pacsa","2000 3 2","30","2","30","HU223","197","0","9999","9","9993","09","99","99","2","9","9","9","2"
"31750","Milota","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31769","Ököritófülpös","1500 4 2","41","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31778","Olaszliszka","0500 4 2","42","3","50","HU311","064","0","9999","6","3300","02","99","08","9","1","1","2","1"
"31787","Győrújfalu","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"31796","Tápiószecső","1300 4 2","41","1","12","HU120","131","0","9999","9","9992","01","99","99","9","1","9","9","9"
"31802","Sárkeresztes","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"31811","Dánszentmiklós","1300 4 2","42","1","12","HU120","124","0","9999","9","9992","01","99","99","9","1","9","9","9"
"31820","Uszka","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","1","3","1","9","1"
"31839","Újrónafő","0800 4 2","42","2","30","HU221","089","0","9999","9","9993","09","99","99","9","9","9","9","2"
"31848","Gara","0300 4 2","42","3","70","HU331","035","0","9999","9","9992","05","99","99","1","1","9","9","3"
"31857","Ramocsaháza","1500 4 2","42","3","60","HU323","148","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31866","Tiszavárkony","1600 4 2","42","3","60","HU322","167","0","3113","9","9992","03","99","99","9","9","9","9","1"
"31875","Mesterháza","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"31884","Répáshuta","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"31893","Kunszállás","0300 4 2","42","3","70","HU331","038","0","3043","3","1600","05","99","99","9","9","9","9","3"
"31909","Rásonysápberencs","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","3","3","1","9","1"
"31918","Kunpeszér","0300 4 2","42","3","70","HU331","043","0","9999","9","9992","05","99","99","9","2","1","9","3"
"31927","Beremend","0200 4 2","41","2","40","HU231","031","0","9999","9","9993","08","99","99","9","1","9","9","4"
"31936","Illocska","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","3","1","9","9","4"
"31945","Pápa","1900 3 2","30","2","20","HU213","187","1","9999","9","9993","06","99","99","9","1","9","9","2"
"31954","Debréte","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","99","9","3","1","9","1"
"31963","Tahitótfalu","1300 4 2","42","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"31972","Paszab","1500 4 2","42","3","60","HU323","151","0","9999","9","9992","03","99","99","3","3","1","9","1"
"31981","Márokföld","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"31990","Súr","1100 4 2","42","2","20","HU212","111","0","9999","9","9993","06","99","99","9","1","9","9","2"
"32009","Szentdénes","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","3","1","1","9","4"
"32018","Iszkaszentgyörgy","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"32027","Bugyi","1300 4 2","41","1","12","HU120","125","0","9999","9","9992","01","99","99","9","4","9","9","9"
"32036","Keléd","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","1","1","9","9","2"
"32045","Táplánszentkereszt","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"32054","Zalaegerszeg","2000 2 1","20","2","30","HU223","197","1","2041","9","9993","09","99","99","9","9","9","9","2"
"32063","Kávás","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"32072","Teklafalu","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"32081","Alsópáhok","2000 4 2","42","2","30","HU223","193","0","2013","9","9993","07","99","99","9","9","9","1","2"
"32090","Királd","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","9","3","1","9","1"
"32106","Inárcs","1300 4 2","41","1","12","HU120","125","0","9999","3","1600","01","99","99","9","4","9","9","9"
"32115","Ötvöskónyi","1400 4 2","42","2","40","HU232","145","0","9999","9","9993","08","99","99","3","2","1","9","4"
"32124","Bérbaltavár","1800 4 2","42","2","30","HU222","182","0","9999","2","3400","09","99","99","1","2","1","9","2"
"32133","Sérsekszőlős","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","07","99","99","9","2","1","1","4"
"32142","Vindornyafok","2000 4 2","42","2","30","HU223","193","0","9999","9","9993","07","99","99","9","9","9","1","2"
"32151","Bogád","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"32160","Sásd","0200 3 2","30","2","40","HU231","025","1","9999","9","9993","08","99","99","9","3","1","9","4"
"32179","Kál","1000 4 2","41","3","50","HU312","105","0","9999","9","9991","02","99","99","9","2","1","9","1"
"32188","Hegyfalu","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"32197","Újudvar","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","09","99","99","9","4","9","9","2"
"32203","Fehérvárcsurgó","0700 4 2","42","2","20","HU211","082","0","3103","9","9993","06","99","99","9","9","9","9","2"
"32212","Márkó","1900 4 2","42","2","20","HU213","191","0","3133","9","9993","06","99","99","9","9","9","9","2"
"32221","Külsősárd","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"32230","Kakucs","1300 4 2","42","1","12","HU120","125","0","9999","3","1600","01","99","99","9","4","9","9","9"
"32249","Árpás","0800 4 2","42","2","30","HU221","092","0","1013","9","9993","09","99","99","9","1","9","9","2"
"32258","Szakácsi","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","99","3","3","1","9","1"
"32267","Kilimán","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","1","4","9","9","2"
"32276","Devecser","1900 3 2","30","2","20","HU213","186","1","9999","9","9993","06","99","99","9","3","1","9","2"
"32285","Csengele","0600 4 2","42","3","70","HU333","072","0","9999","3","1400","05","99","99","9","2","1","9","3"
"32294","Nyírábrány","0900 4 2","41","3","60","HU321","101","0","9999","9","9992","03","99","99","3","3","1","9","1"
"32300","Nógrádkövesd","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"32319","Cserhátszentiván","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","1","1","1","9","1"
"32328","Encsencs","1500 4 2","42","3","60","HU323","156","0","9999","9","9992","03","99","99","3","3","1","9","1"
"32337","Baté","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","2","1","9","9","4"
"32346","Almásfüzitő","1100 4 2","42","2","20","HU212","112","0","9999","9","9993","06","99","99","9","9","9","9","2"
"32355","Libickozma","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","08","99","99","1","1","9","9","4"
"32364","Nagylók","0700 4 2","42","2","20","HU211","084","0","3103","9","9993","06","99","99","9","3","1","9","2"
"32373","Diósviszló","0200 4 2","42","2","40","HU231","031","0","9999","1","2900","08","99","99","3","1","9","9","4"
"32382","Nyírmártonfalva","0900 4 2","42","3","60","HU321","101","0","3023","9","9992","03","99","99","3","3","1","9","1"
"32391","Drávaiványi","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"32407","Magyarnándor","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"32416","Tengőd","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","3","2","1","9","4"
"32425","Peterd","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","1","1","9","9","4"
"32434","Kiskunhalas","0300 3 2","30","3","70","HU331","041","1","9999","3","1600","05","99","99","9","1","9","9","3"
"32452","Nyírkáta","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"32461","Szilvásszentmárton","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","3","1","1","9","4"
"32470","Somogybabod","1400 4 2","42","2","40","HU232","142","0","9999","9","9993","07","99","99","2","1","9","1","4"
"32489","Szegvár","0600 4 2","41","3","70","HU333","076","0","9999","9","9992","05","99","99","9","1","9","9","3"
"32498","Kondó","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"32504","Kunszentmárton","1600 3 2","30","3","60","HU322","165","1","9999","9","9992","03","99","99","2","2","1","9","1"
"32513","Pördefölde","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","3","1","9","9","2"
"32522","Zalaszentgrót","2000 3 2","30","2","30","HU223","198","1","9999","2","3400","09","99","99","9","1","9","9","2"
