TERYT,Jednostka terytorialna,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,w tym umieszczonych w części A spisu wyborców,w tym umieszczonych w części B spisu wyborców,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",w tym w części A spisu wyborców,w tym w części B spisu wyborców,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19",KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19,KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19,KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19,KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19
241500,wodzisławski,92775,121574,121572,2,39449,53326,53325,1,54,101,0,0,0,0,0,0,0,53320,0,2,53318,403,242,161,0,52915,16606,523,,,27976,,2418,2400,2467,525
241600,zawierciański,73767,96673,96673,0,30981,42786,42786,0,40,281,5,5,1,0,0,0,4,42789,4,0,42789,414,246,168,0,42375,14195,508,,,21216,,2325,2297,1408,426
241700,żywiecki,92752,121569,121568,1,36182,56570,56569,1,67,484,2,2,0,0,0,0,2,56566,2,1,56565,559,338,221,0,56006,14726,454,,,33681,,2171,2586,1943,445
246100,Bielsko-Biała,102266,132367,132360,7,32997,69262,69256,6,62,332,13,13,0,0,0,0,13,69260,13,2,69258,371,168,203,0,68887,30211,749,,,27477,,4124,3290,2436,600
246200,Bytom,92732,120226,120222,4,44604,48127,48124,3,39,112,4,4,0,0,0,0,4,48129,4,4,48125,410,230,180,0,47715,20134,655,,,18590,,3631,2418,1763,524
246300,Chorzów,62217,80196,80194,2,26385,35832,35832,0,47,94,5,5,0,0,0,0,5,35833,5,7,35826,313,164,149,0,35513,17808,448,,,11545,,2270,1662,1332,448
246400,Częstochowa,134184,175484,175482,2,47294,86888,86886,2,67,458,23,23,0,0,0,0,23,86892,23,3,86889,472,225,247,0,86417,38779,968,,,33997,,4532,3495,3417,1229
246500,Dąbrowa Górnicza,72420,94787,94786,1,28751,43669,43668,1,15,124,4,4,0,0,0,0,4,43661,4,1,43660,290,162,128,0,43370,19358,718,,,15724,,3778,1926,1396,470
246600,Gliwice,105039,137172,137169,3,36854,68185,68184,1,64,245,7,7,0,0,0,0,7,68185,7,3,68182,418,219,199,0,67764,34826,850,,,21790,,3843,3399,2318,738
246700,Jastrzębie-Zdrój,53056,68899,68899,0,22156,30900,30900,0,25,78,2,2,0,0,0,0,2,30902,2,0,30902,247,129,118,0,30655,9460,339,,,16427,,1395,1547,1244,243
246800,Jaworzno,54502,71533,71531,2,22737,31765,31764,1,41,86,8,8,0,0,0,0,8,31771,8,0,31771,227,137,90,0,31544,12416,441,,,13316,,1982,1632,1436,321
246900,Katowice,174742,226611,226596,15,55284,119447,119435,12,102,676,16,14,0,0,0,0,14,119431,13,8,119423,709,351,358,0,118714,59093,1495,,,39579,,7918,5386,3828,1415
247000,Mysłowice,43174,56325,56324,1,16899,26274,26273,1,19,40,0,0,0,0,0,0,0,26272,0,0,26272,171,94,77,0,26101,10591,302,,,11395,,1425,1234,854,300
247100,Piekary Śląskie,32712,42721,42721,0,13929,18783,18783,0,16,46,0,0,0,0,0,0,0,18783,0,1,18782,152,95,57,0,18630,7299,191,,,8602,,924,811,600,203
247200,Ruda Śląska,81268,105501,105498,3,36225,45043,45041,2,31,73,1,1,0,0,0,0,1,45038,1,2,45036,359,189,170,0,44677,17158,585,,,20178,,2369,1911,1903,573
247300,Rybnik,81127,105314,105312,2,32862,48265,48264,1,34,102,4,4,0,0,0,0,4,48267,4,0,48267,329,173,156,0,47938,17369,401,,,22102,,3137,2320,2153,456
247400,Siemianowice Śląskie,38800,50814,50814,0,14856,23943,23943,0,16,64,0,0,0,0,0,0,0,23943,0,2,23941,221,130,91,0,23720,11142,305,,,8365,,1631,1063,898,316
247500,Sosnowiec,122350,159790,159788,2,46571,75779,75777,2,43,174,15,15,0,2,0,0,13,75786,13,2,75784,474,252,222,0,75310,35405,1152,,,26361,,5926,3266,2322,878
247600,Świętochłowice,28688,37396,37395,1,13615,15073,15073,0,8,30,2,2,0,0,0,0,2,15074,2,0,15074,129,62,67,0,14945,6451,204,,,5909,,967,682,567,165
247700,Tychy,74467,97151,97141,10,25102,49365,49358,7,38,129,7,7,1,0,0,0,6,49368,6,1,49367,316,170,146,0,49051,20238,553,,,19908,,3450,2332,1960,610
247800,Zabrze,99070,128936,128936,0,50307,48763,48763,0,38,142,3,3,1,0,0,0,2,48760,2,1,48759,397,180,217,0,48362,21556,740,,,17942,,3002,2547,1945,630
247900,Żory,35432,46349,46347,2,14148,21284,21284,0,14,43,1,1,0,0,0,0,1,21283,1,6,21277,153,98,55,0,21124,7681,222,,,9903,,1225,995,901,197
260100,buski,46921,60806,60805,1,19746,27174,27174,0,60,1014,1,1,0,0,0,0,1,27176,1,1,27175,253,153,100,0,26922,8002,147,67,,16541,,718,725,655,67
260200,jędrzejowski,53351,69927,69927,0,22891,30460,30460,0,44,189,0,0,0,0,0,0,0,30459,0,1,30458,325,211,114,0,30133,7170,173,61,,20087,,853,836,852,101
260300,kazimierski,21654,28409,28409,0,10810,10844,10844,0,13,44,1,1,0,0,0,0,1,10845,1,1,10844,131,89,42,0,10713,2893,46,20,,6851,,219,269,388,27
260400,kielecki,129400,169458,169445,13,53395,76005,76002,3,84,272,0,0,0,0,0,0,0,75999,0,0,75999,748,488,260,0,75251,17702,354,138,,49527,,1841,3072,2279,338
260500,konecki,51188,67049,67047,2,22328,28860,28859,1,43,185,0,0,0,0,0,0,0,28860,0,0,28860,349,248,101,0,28511,7663,197,60,,17989,,807,891,776,128
260600,opatowski,33518,43693,43692,1,15809,17708,17708,0,21,96,3,3,0,0,0,0,3,17709,3,0,17709,288,176,112,0,17421,3823,125,60,,11814,,472,528,526,73
260700,ostrowiecki,68833,89251,89250,1,32548,36286,36285,1,45,136,0,0,0,0,0,0,0,36281,0,0,36281,354,230,124,0,35927,12633,300,116,,18650,,1556,1397,1132,143
260800,pińczowski,25831,33661,33661,0,12343,13488,13488,0,25,105,1,1,0,0,0,0,1,13487,1,3,13484,139,101,38,0,13345,3893,94,33,,8146,,332,435,366,46
260900,sandomierski,49078,64503,64502,1,22606,26472,26471,1,46,220,3,3,0,0,0,0,3,26474,3,1,26473,274,164,110,0,26199,8263,164,70,,14927,,940,962,774,99
261000,skarżyski,47558,61901,61901,0,20186,27372,27372,0,45,112,1,1,0,0,0,0,1,27372,1,4,27368,238,146,92,0,27130,9840,191,73,,13762,,1106,1090,930,138
261100,starachowicki,56527,73511,73509,2,24338,32188,32186,2,42,107,0,0,0,0,0,0,0,32183,0,2,32181,350,244,106,0,31831,9849,273,106,,17807,,1189,1254,1184,169
261200,staszowski,45709,59509,59507,2,20200,25509,25508,1,32,149,0,0,0,0,0,0,0,25509,0,0,25509,249,169,80,0,25260,5568,122,73,,17192,,616,885,713,91
261300,włoszczowski,28563,37501,37500,1,11836,16727,16727,0,15,99,0,0,0,0,0,0,0,16727,0,0,16727,190,126,64,0,16537,4069,70,35,,11016,,336,535,423,53
266100,Kielce,118117,153718,153712,6,36538,81580,81578,2,78,328,11,11,0,0,0,0,11,81571,11,9,81562,453,235,218,0,81109,35451,645,176,,33860,,3806,3967,2706,498
280100,bartoszycki,36597,47239,47237,2,21161,15436,15435,1,13,69,0,0,0,0,0,0,0,15436,0,0,15436,196,133,63,0,15240,6480,212,,,6388,,866,598,696,
280200,braniewski,25246,33334,33333,1,14532,10713,10712,1,16,43,0,0,0,0,0,0,0,10712,0,0,10712,99,70,29,0,10613,4619,159,,,4268,,771,451,345,
280300,działdowski,39256,51806,51806,0,21300,17956,17956,0,10,69,0,0,0,0,0,0,0,17956,0,0,17956,183,131,52,0,17773,5932,334,,,9207,,988,650,662,
280400,elbląski,34488,45359,45357,2,20308,14179,14179,0,9,65,0,0,0,0,0,0,0,14175,0,0,14175,159,96,63,0,14016,5593,200,,,6099,,1038,576,510,
280500,ełcki,52585,68718,68718,0,29187,23397,23397,0,15,181,1,1,0,0,0,0,1,23396,1,2,23394,186,102,84,0,23208,8959,313,,,10416,,1256,1432,832,
280600,giżycki,34207,45419,45413,6,17398,16802,16801,1,15,495,0,0,0,0,0,0,0,16810,0,0,16810,154,95,59,0,16656,7435,277,,,6242,,1231,842,629,
280700,iławski,54463,72765,72763,2,27811,26652,26652,0,19,179,1,1,0,0,0,0,1,26652,1,5,26647,280,156,124,0,26367,9193,448,,,12247,,2325,1184,970,
280800,kętrzyński,38863,50843,50842,1,22010,16853,16852,1,17,128,3,3,0,0,0,0,3,16856,3,0,16856,145,100,45,0,16711,7201,290,,,6821,,970,736,693,
280900,lidzbarski,24976,32956,32954,2,13338,11639,11639,0,13,49,0,0,0,0,0,0,0,11640,0,1,11639,130,81,49,0,11509,5627,127,,,4395,,509,500,351,
281000,mrągowski,30596,40421,40413,8,15751,14845,14842,3,17,364,0,0,0,0,0,0,0,14842,0,0,14842,148,92,56,0,14694,6315,206,,,5999,,974,697,503,
281100,nidzicki,19685,25954,25954,0,10846,8836,8836,0,7,47,1,1,0,0,0,0,1,8840,1,2,8838,103,67,36,0,8735,2917,130,,,4540,,438,376,334,
281200,nowomiejski,25671,34175,34174,1,13306,12365,12365,0,13,59,0,0,0,0,0,0,0,12346,0,0,12346,164,110,54,0,12182,3769,204,,,6646,,638,460,465,
281300,olecki,20218,26543,26541,2,11726,8492,8492,0,13,74,2,2,2,0,0,0,0,8492,0,0,8492,75,38,37,0,8417,2857,111,,,4201,,482,420,346,
281400,olsztyński,76139,99539,99530,9,38795,37338,37332,6,25,391,4,4,0,0,0,0,4,37350,4,1,37349,332,197,135,0,37017,17216,527,,,13073,,2935,1840,1426,
281500,ostródzki,61892,81955,81947,8,33466,28423,28420,3,25,220,2,2,0,0,0,0,2,28428,2,0,28428,293,191,102,0,28135,12174,517,,,10849,,2177,1243,1175,
281600,piski,33848,44868,44866,2,18587,15258,15257,1,15,405,0,0,0,0,0,0,0,15261,0,0,15261,157,100,57,0,15104,4927,220,,,7978,,703,763,513,
281700,szczycieński,42397,56051,56048,3,22539,19858,19855,3,18,367,0,0,0,0,0,0,0,19857,0,1,19856,201,121,80,0,19655,7565,265,,,9293,,1091,815,626,
281800,gołdapski,16211,21266,21264,2,9350,6861,6860,1,9,43,1,1,0,0,0,0,1,6862,1,0,6862,61,32,29,0,6801,2923,100,,,2849,,448,282,199,
281900,węgorzewski,14117,18411,18410,1,7851,6266,6265,1,4,140,2,2,2,0,0,0,0,6266,0,0,6266,68,45,23,0,6198,2785,96,,,2441,,389,233,254,
286100,Elbląg,70662,91714,91712,2,30809,39847,39846,1,28,202,3,3,0,0,0,0,3,39851,3,2,39849,278,117,161,0,39571,18269,645,,,14451,,3281,1592,1333,
286200,Olsztyn,99614,129907,129895,12,34747,64866,64861,5,53,466,13,12,0,0,0,0,12,64868,12,5,64863,373,171,202,0,64490,31379,1156,,,19825,,6669,3182,2279,
300100,chodzieski,28573,36999,36994,5,12991,15583,15581,2,14,47,0,0,0,0,0,0,0,15582,0,0,15582,218,132,86,0,15364,7126,302,,,5198,,1410,611,717,
300200,czarnkowsko-trzcianecki,52271,68066,68065,1,25948,26323,26323,0,20,112,1,1,0,0,0,0,1,26324,1,2,26322,355,224,131,0,25967,11210,438,,,10183,,1807,1224,1105,
300300,gnieźnieński,86747,113096,113094,2,39077,47667,47666,1,35,153,4,4,0,0,0,0,4,47671,4,18,47653,490,283,207,0,47163,19116,864,,,19331,,3458,2220,2174,
300400,gostyński,46561,59865,59864,1,24626,21935,21934,1,17,36,1,1,0,0,0,0,1,21932,1,0,21932,319,190,129,0,21613,6972,374,,,10835,,1111,1134,1187,
300500,grodziski,30401,39822,39821,1,15306,15095,15094,1,4,57,0,0,0,0,0,0,0,15092,0,0,15092,234,144,90,0,14858,5486,283,,,6787,,875,650,777,
300600,jarociński,42990,55962,55959,3,21081,21910,21908,2,9,48,5,5,0,0,0,0,5,21915,5,1,21914,250,156,94,0,21664,7295,316,,,10937,,1323,853,940,
300700,kaliski,50985,66596,66594,2,25011,25974,25972,2,22,83,1,1,0,0,0,0,1,25974,1,1,25973,290,177,113,0,25683,6725,289,,,15268,,1099,1071,1231,
300800,kępiński,34089,44423,44423,0,14531,19558,19558,0,17,58,0,0,0,0,0,0,0,19556,0,0,19556,190,127,63,0,19366,6938,191,,,9786,,940,868,643,
300900,kolski,53616,69948,69947,1,25932,27683,27682,1,24,107,0,0,0,0,0,0,0,27683,0,4,27679,303,180,123,0,27376,7087,345,,,16548,,1232,1222,942,
301000,koniński,78738,103276,103275,1,38709,40030,40030,0,43,280,1,1,0,0,0,0,1,40027,1,1,40026,440,253,187,0,39586,9003,510,,,24839,,2051,1621,1562,
301100,kościański,48204,62181,62180,1,23620,24584,24584,0,15,91,3,3,0,0,0,0,3,24586,3,0,24586,326,187,139,0,24260,10007,433,,,10179,,1559,1048,1034,
301200,krotoszyński,46689,60338,60337,1,22679,24010,24009,1,18,51,2,2,0,0,0,0,2,24011,2,0,24011,304,168,136,0,23707,8400,461,,,11762,,1175,1037,872,
301300,leszczyński,33525,43879,43877,2,16959,16565,16565,0,6,91,1,1,1,0,0,0,0,16565,0,0,16565,229,127,102,0,16336,5830,224,,,7426,,1203,858,795,
301400,międzychodzki,22120,29028,29026,2,10692,11428,11427,1,14,170,0,0,0,0,0,0,0,11427,0,1,11426,152,95,57,0,11274,5474,189,,,4062,,723,416,410,
301500,nowotomyski,44376,58058,58054,4,20082,24294,24292,2,21,91,2,2,0,0,1,0,1,24294,1,0,24294,234,159,75,0,24060,11752,306,,,8682,,1289,1025,1006,
301600,obornicki,34573,45124,45124,0,16070,18503,18503,0,17,60,2,2,1,0,0,0,1,18501,0,0,18501,229,148,81,0,18272,8523,293,,,6473,,1375,889,719,
301700,ostrowski,98108,127458,127457,1,42254,55854,55853,1,29,178,9,9,0,0,0,0,9,55854,9,0,55854,496,339,157,0,55358,21195,686,,,25049,,3627,2640,2161,
301800,ostrzeszowski,33776,43893,43892,1,15507,18269,18269,0,8,62,5,5,0,0,0,0,5,18274,5,0,18274,244,156,88,0,18030,7305,175,,,8385,,758,824,583,
301900,pilski,80766,105152,105151,1,34784,45971,45970,1,50,205,5,5,0,0,0,0,5,45974,5,2,45972,441,266,175,0,45531,19964,635,,,16566,,3601,2077,2688,
302000,pleszewski,38390,49484,49483,1,18348,20042,20042,0,28,42,0,0,0,0,0,0,0,20041,0,3,20038,239,162,77,0,19799,7092,263,,,9821,,1034,795,794,
302100,poznański,222554,291764,291738,26,68186,154366,154352,14,84,768,8,8,0,0,0,0,8,154345,8,24,154321,1119,616,503,0,153202,79838,2505,,,41335,,15179,7421,6924,
302200,rawicki,36828,47649,47647,2,19192,17636,17634,2,10,39,0,0,0,0,0,0,0,17634,0,0,17634,240,151,89,0,17394,6628,272,,,7746,,1234,821,693,
302300,słupecki,36620,47620,47619,1,18136,18484,18483,1,17,62,1,1,0,0,0,0,1,18483,1,0,18483,214,126,88,0,18269,5743,340,,,9664,,1036,723,763,
302400,szamotulski,55211,71696,71693,3,25405,29806,29805,1,26,173,1,1,0,0,0,0,1,29805,1,0,29805,361,248,113,0,29444,14241,398,,,10394,,2072,1275,1064,
302500,średzki,34544,45102,45096,6,15822,18721,18721,0,4,50,0,0,0,0,0,0,0,18718,0,0,18718,202,121,81,0,18516,6506,324,,,7151,,1283,2499,753,
302600,śremski,35952,47114,47111,3,16917,19035,19032,3,13,55,1,1,0,0,0,0,1,19036,1,0,19036,220,136,84,0,18816,7671,353,,,7369,,1547,889,987,
302700,turecki,51008,66846,66842,4,23571,27437,27434,3,22,74,5,5,0,0,0,0,5,27442,5,0,27442,272,174,98,0,27170,6963,310,,,16510,,1219,1017,1151,
302800,wągrowiecki,41362,53983,53981,2,20636,20728,20727,1,14,73,1,1,0,0,0,0,1,20728,1,0,20728,252,167,85,0,20476,8556,338,,,8196,,1544,917,925,
302900,wolsztyński,34021,44247,44245,2,16317,17705,17703,2,9,152,1,0,0,0,0,0,0,17702,0,0,17702,239,124,115,0,17463,7462,281,,,7019,,953,826,922,
303000,wrzesiński,45970,59890,59885,5,20398,25572,25568,4,17,82,1,1,0,0,0,0,1,25571,1,0,25571,235,144,91,0,25336,9439,392,,,11095,,1719,1047,1644,
303100,złotowski,41601,53993,53993,0,21728,19873,19873,0,16,108,5,5,0,0,0,0,5,19878,5,0,19878,281,186,95,0,19597,8101,349,,,7788,,1530,913,916,
306100,Kalisz,60921,77735,77734,1,22689,38232,38231,1,21,140,5,4,0,1,0,0,3,38234,3,0,38234,231,108,123,0,38003,17477,535,,,13500,,3260,1716,1515,
306200,Konin,45869,59218,59217,1,17454,28415,28415,0,13,94,8,8,0,0,0,0,8,28423,8,4,28419,187,105,82,0,28232,11472,366,,,11940,,2168,1260,1026,
306300,Leszno,37765,48612,48611,1,14968,22797,22797,0,10,106,5,5,0,0,0,0,5,22799,5,4,22795,159,76,83,0,22636,11695,353,,,6663,,1981,1116,828,
306400,Poznań,307474,400937,400876,61,76606,230824,230785,39,153,2180,29,28,1,0,0,1,26,230796,26,35,230761,1244,625,619,0,229517,124414,4533,,,55945,,25129,10447,9049,
320100,białogardzki,28451,36972,36970,2,15572,12879,12878,1,23,35,1,1,0,0,0,0,1,12880,1,0,12880,140,88,52,0,12740,5849,149,,,4989,,1021,440,292,
320200,choszczeński,29427,38302,38299,3,16882,12545,12545,0,20,85,0,0,0,0,0,0,0,12545,0,0,12545,109,76,33,0,12436,5458,156,,,5288,,731,409,394,
320300,drawski,35210,46154,46148,6,18677,16530,16529,1,16,181,2,2,0,0,0,0,2,16532,2,0,16532,190,120,70,0,16342,7164,245,,,6544,,1204,638,547,
320400,goleniowski,50142,64734,64734,0,25129,25012,25012,0,14,144,1,1,0,0,0,0,1,25011,1,2,25009,264,175,89,0,24745,11402,282,,,9825,,1665,895,676,
320500,gryficki,38024,49377,49373,4,18492,19533,19533,0,23,2066,0,0,0,0,0,0,0,19533,0,0,19533,172,98,74,0,19361,9435,176,,,7603,,1161,582,404,
320600,gryfiński,49547,64370,64358,12,25283,24264,24264,0,29,125,0,0,0,0,0,0,0,24263,0,0,24263,267,181,86,0,23996,9878,227,,,10639,,1637,1057,558,
320700,kamieński,29380,39508,39497,11,13263,16117,16115,2,8,1715,0,0,0,0,0,0,0,16117,0,0,16117,120,75,45,0,15997,7948,166,,,5976,,1037,533,337,
320800,kołobrzeski,50105,67007,67000,7,18546,31559,31557,2,27,5141,1,1,1,0,0,0,0,31533,0,5,31528,246,146,100,0,31282,15195,258,,,11787,,2544,894,604,
320900,koszaliński,40923,54176,54168,8,19303,21618,21614,4,16,2046,2,2,0,0,0,0,2,21620,2,3,21617,243,150,93,0,21374,9409,261,,,8054,,2033,792,825,
321000,myśliborski,39584,51486,51480,6,20821,18761,18758,3,22,79,0,0,0,0,0,0,0,18762,0,0,18762,184,120,64,0,18578,8327,190,,,7797,,1065,729,470,
321100,policki,44553,58103,58087,16,15916,28637,28632,5,15,180,1,1,0,0,0,0,1,28640,1,0,28640,184,92,92,0,28456,14902,325,,,8718,,2473,1236,802,
321200,pyrzycki,23921,31082,31080,2,12399,11522,11522,0,16,35,0,0,0,0,0,0,0,11520,0,0,11520,139,87,52,0,11381,4051,108,,,5957,,587,419,259,
321300,sławieński,34765,45995,45995,0,16491,18273,18273,0,27,1857,1,1,0,0,0,0,1,18274,1,0,18274,175,118,57,0,18099,7580,178,,,7418,,1849,581,493,
321400,stargardzki,71325,92681,92673,8,32661,38663,38659,4,37,150,1,1,0,0,0,0,1,38663,1,4,38659,348,233,115,0,38311,17560,432,,,14931,,2473,1813,1102,
321500,szczecinecki,46587,60587,60584,3,24329,22257,22256,1,35,189,2,2,0,0,0,0,2,22260,2,0,22260,204,133,71,0,22056,9632,235,,,9480,,1364,848,497,
321600,świdwiński,28589,37521,37518,3,15185,13404,13401,3,9,314,3,3,0,0,0,0,3,13407,3,0,13407,157,107,50,0,13250,5503,176,,,5680,,1043,441,407,
321700,wałecki,31694,41338,41336,2,16082,15611,15611,0,16,128,5,5,0,2,0,0,4,15616,4,1,15615,125,90,35,0,15490,7477,213,,,5563,,1150,571,516,
321800,łobeski,22151,28723,28720,3,12269,9882,9879,3,21,41,1,1,0,0,0,0,1,9881,1,0,9881,133,96,37,0,9748,4505,109,,,4146,,508,257,223,
326100,Koszalin,64149,82862,82859,3,22611,41533,41531,2,60,207,7,7,0,0,0,0,7,41536,7,1,41535,242,141,101,0,41293,21313,422,,,12273,,3924,1430,1931,
326200,Szczecin,231243,296797,296773,24,78856,152779,152762,17,121,1167,28,28,3,1,0,1,23,152780,23,10,152770,771,380,391,0,151999,77335,1613,,,50086,,12235,6612,4118,
326300,Świnoujście,25209,32701,32698,3,9367,15842,15841,1,8,1174,0,0,0,0,0,0,0,15838,0,2,15836,87,40,47,0,15749,8682,178,,,4873,,1050,581,385,
